,_id,Dt_Fat,Dt_Entrega,Mes_Base,Ano_Exec,CO_Fabrica,CO_Cliente,Tp_Operacao,Incoterm,Veiculo,Qtd_Transp,Moeda,Vlr_Frete,flag_dt_consist
19120,6422fe31deb0deaf178ecf2e,2021-02-12,2021-02-12,Fev,2021,3403208,2311,DV,FOB,P24,-3000.0,BRL,0.0,False
19122,6422fe31deb0deaf178ecf30,2021-02-12,2021-02-12,Fev,2021,3424402,2341,VD,FOB,P12,1600.0,BRL,0.0,False
19129,6422fe31deb0deaf178ecf37,2021-02-18,2021-02-18,Fev,2021,3423909,2332,DV,FOB,P24,-3000.0,BRL,0.0,False
19136,6422fe31deb0deaf178ecf3e,2021-02-21,2021-02-21,Fev,2021,3403208,2340,VD,FOB,P24,2800.0,BRL,0.0,False
19149,6422fe31deb0deaf178ecf4b,2021-03-01,2021-03-01,Mar,2021,3424402,2340,VD,FOB,P12,1600.0,BRL,0.0,False
19156,6422fe31deb0deaf178ecf52,2021-02-07,2021-02-07,Fev,2021,3423909,2302,DV,FOB,P12,-1200.0,BRL,0.0,False
19173,6422fe31deb0deaf178ecf63,2021-02-14,2021-02-14,Fev,2021,3403208,2314,VD,FOB,P12,1200.0,BRL,0.0,False
19175,6422fe31deb0deaf178ecf65,2021-02-14,2021-02-14,Fev,2021,3424402,2351,VD,FOB,P12,1600.0,BRL,0.0,False
19182,6422fe31deb0deaf178ecf6c,2021-02-21,2021-02-21,Fev,2021,3403208,2332,VD,FOB,P24,2800.0,BRL,0.0,False
19199,6422fe31deb0deaf178ecf7d,2021-02-10,2021-02-10,Fev,2021,3424402,2324,VD,FOB,P12,1800.0,BRL,0.0,False
19207,6422fe31deb0deaf178ecf85,2021-02-11,2021-02-09,Fev,2021,3403208,2333,VD,FOB,P12,1600.0,BRL,0.0,False
19213,6422fe31deb0deaf178ecf8b,2021-02-28,2021-02-27,Fev,2021,3403208,2349,VD,FOB,P24,2400.0,BRL,0.0,False
19214,6422fe31deb0deaf178ecf8c,2021-02-07,2021-02-07,Fev,2021,3423909,2328,DV,FOB,P24,-3000.0,BRL,0.0,False
19220,6422fe31deb0deaf178ecf92,2021-02-16,2021-02-15,Fev,2021,3424402,2351,DV,FOB,P12,-1200.0,BRL,0.0,False
19225,6422fe31deb0deaf178ecf97,2021-02-22,2021-02-22,Fev,2021,3424402,2332,DV,FOB,P12,-1200.0,BRL,0.0,False
19252,6422fe31deb0deaf178ecfb2,2021-02-06,2021-02-06,Fev,2021,3403208,2328,DV,FOB,P12,-1600.0,BRL,0.0,False
19264,6422fe31deb0deaf178ecfbe,2021-02-05,2021-02-03,Fev,2021,3423909,2327,DV,FOB,P12,-1200.0,BRL,0.0,False
19278,6422fe31deb0deaf178ecfcc,2021-02-04,2021-02-04,Fev,2021,3424402,2320,DV,FOB,P12,-1800.0,BRL,0.0,False
19289,6422fe31deb0deaf178ecfd7,2021-02-13,2021-02-11,Fev,2021,3424402,2332,VD,FOB,P12,1800.0,BRL,0.0,False
19293,6422fe31deb0deaf178ecfdb,2021-02-28,2021-02-28,Fev,2021,3424402,2324,VD,FOB,P24,2400.0,BRL,0.0,False
19296,6422fe31deb0deaf178ecfde,2021-02-28,2021-02-28,Fev,2021,3423909,2346,VD,FOB,P12,1600.0,BRL,0.0,False
19303,6422fe31deb0deaf178ecfe5,2021-02-18,2021-02-18,Fev,2021,3424402,2349,VD,FOB,P12,1600.0,BRL,0.0,False
19305,6422fe31deb0deaf178ecfe7,2021-02-19,2021-02-19,Fev,2021,3424402,2333,VD,FOB,P24,3000.0,BRL,0.0,False
19328,6422fe31deb0deaf178ecffe,2021-02-11,2021-02-10,Fev,2021,3403208,2337,VD,CIF,P12,1800.0,BRL,7685.0,False
19336,6422fe31deb0deaf178ed006,2021-02-20,2021-02-20,Fev,2021,3403208,2332,VD,FOB,P24,3000.0,BRL,0.0,False
19343,6422fe31deb0deaf178ed00d,2021-02-25,2021-02-25,Fev,2021,3423909,2302,VD,FOB,P24,3000.0,BRL,0.0,False
19345,6422fe31deb0deaf178ed00f,2021-02-28,2021-02-25,Fev,2021,3423909,2332,VD,FOB,P12,1600.0,BRL,0.0,False
19366,6422fe31deb0deaf178ed024,2021-02-05,2021-02-05,Fev,2021,3403208,2343,DV,CIF,P24,-2400.0,BRL,11337.0,False
19371,6422fe31deb0deaf178ed029,2021-02-05,2021-02-04,Fev,2021,3423909,2319,VD,CIF,P24,2800.0,BRL,8735.0,False
19374,6422fe31deb0deaf178ed02c,2021-02-04,2021-02-02,Fev,2021,3424402,2351,VD,FOB,P24,3000.0,BRL,0.0,False
19379,6422fe31deb0deaf178ed031,2021-02-06,2021-02-03,Fev,2021,3403208,2342,DV,CIF,P12,-1200.0,BRL,6308.0,False
19387,6422fe31deb0deaf178ed039,2021-02-08,2021-02-08,Fev,2021,3424402,2333,VD,FOB,P24,2800.0,BRL,0.0,False
19401,6422fe31deb0deaf178ed047,2021-02-08,2021-02-07,Fev,2021,3423909,2314,VD,FOB,P12,1200.0,BRL,0.0,False
19406,6422fe31deb0deaf178ed04c,2021-02-09,2021-02-06,Fev,2021,3423909,2301,VD,FOB,P24,2400.0,BRL,0.0,False
19411,6422fe31deb0deaf178ed051,2021-02-10,2021-02-10,Fev,2021,3403208,2320,VD,FOB,P12,1600.0,BRL,0.0,False
19416,6422fe31deb0deaf178ed056,2021-02-11,2021-02-11,Fev,2021,3403208,2341,DV,CIF,P12,-1600.0,BRL,4472.0,False
19436,6422fe31deb0deaf178ed06a,2021-02-11,2021-02-10,Fev,2021,3403208,2312,VD,CIF,P24,2400.0,BRL,14280.0,False
19446,6422fe31deb0deaf178ed074,2021-02-12,2021-02-11,Fev,2021,3423909,2312,DV,CIF,P12,-1600.0,BRL,4957.0,False
19447,6422fe31deb0deaf178ed075,2021-02-12,2021-02-12,Fev,2021,3403208,2344,VD,CIF,P24,2800.0,BRL,11022.0,False
19456,6422fe31deb0deaf178ed07e,2021-02-15,2021-02-14,Fev,2021,3403208,2303,VD,FOB,P24,3000.0,BRL,0.0,False
19475,6422fe31deb0deaf178ed091,2021-02-16,2021-02-16,Fev,2021,3423909,2308,VD,CIF,P24,2800.0,BRL,12862.0,False
19478,6422fe31deb0deaf178ed094,2021-02-16,2021-02-16,Fev,2021,3403208,2302,DV,FOB,P24,-2400.0,BRL,0.0,False
19482,6422fe31deb0deaf178ed098,2021-02-19,2021-02-19,Fev,2021,3423909,2335,VD,CIF,P12,1800.0,BRL,7834.0,False
19483,6422fe31deb0deaf178ed099,2021-02-19,2021-02-18,Fev,2021,3423909,2303,VD,FOB,P24,2800.0,BRL,0.0,False
19490,6422fe31deb0deaf178ed0a0,2021-02-20,2021-02-20,Fev,2021,3424402,2320,VD,FOB,P24,3000.0,BRL,0.0,False
19493,6422fe31deb0deaf178ed0a3,2021-02-19,2021-02-19,Fev,2021,3423909,2320,VD,FOB,P12,1600.0,BRL,0.0,False
19498,6422fe31deb0deaf178ed0a8,2021-02-22,2021-02-21,Fev,2021,3403208,2344,VD,CIF,P24,2400.0,BRL,9928.0,False
19506,6422fe31deb0deaf178ed0b0,2021-02-24,2021-02-23,Fev,2021,3403208,2308,DV,CIF,P12,-1200.0,BRL,7657.0,False
19522,6422fe31deb0deaf178ed0c0,2021-02-12,2021-02-10,Fev,2021,3424402,2350,VD,CIF,P24,3000.0,BRL,14143.0,False
19533,6422fe31deb0deaf178ed0cb,2021-02-06,2021-02-03,Fev,2021,3403208,2346,VD,FOB,P24,3000.0,BRL,0.0,False
19575,6422fe31deb0deaf178ed0f5,2021-02-02,2021-01-31,Fev,2021,3424402,2312,VD,CIF,P24,2800.0,BRL,10603.0,False
19577,6422fe31deb0deaf178ed0f7,2021-02-01,2021-02-01,Fev,2021,3424402,2302,DV,FOB,P24,-3000.0,BRL,0.0,False
19578,6422fe31deb0deaf178ed0f8,2021-02-03,2021-02-03,Fev,2021,3423909,2301,DV,FOB,P12,-1600.0,BRL,0.0,False
19582,6422fe31deb0deaf178ed0fc,2021-02-03,2021-02-03,Fev,2021,3423909,2321,VD,FOB,P24,2800.0,BRL,0.0,False
19592,6422fe31deb0deaf178ed106,2021-02-04,2021-02-04,Fev,2021,3423909,2308,VD,CIF,P12,1800.0,BRL,7629.0,False
19604,6422fe31deb0deaf178ed112,2021-02-08,2021-02-05,Fev,2021,3423909,2307,VD,FOB,P24,2800.0,BRL,0.0,False
19610,6422fe31deb0deaf178ed118,2021-02-09,2021-02-09,Fev,2021,3403208,2347,VD,CIF,P24,2400.0,BRL,9412.0,False
19620,6422fe31deb0deaf178ed122,2021-02-11,2021-02-10,Fev,2021,3424402,2302,VD,FOB,P24,2800.0,BRL,0.0,False
19628,6422fe31deb0deaf178ed12a,2021-02-11,2021-02-10,Fev,2021,3423909,2307,VD,FOB,P12,1200.0,BRL,0.0,False
19639,6422fe31deb0deaf178ed135,2021-02-14,2021-02-13,Fev,2021,3403208,2321,DV,FOB,P24,-2800.0,BRL,0.0,False
19656,6422fe31deb0deaf178ed146,2021-02-16,2021-02-15,Fev,2021,3423909,2325,VD,FOB,P24,2400.0,BRL,0.0,False
19666,6422fe31deb0deaf178ed150,2021-02-19,2021-02-16,Fev,2021,3423909,2346,DV,FOB,P12,-1200.0,BRL,0.0,False
19669,6422fe31deb0deaf178ed153,2021-02-19,2021-02-18,Fev,2021,3403208,2319,VD,CIF,P12,1800.0,BRL,4807.0,False
19674,6422fe31deb0deaf178ed158,2021-02-19,2021-02-19,Fev,2021,3403208,2335,DV,CIF,P12,-1800.0,BRL,5500.0,False
19688,6422fe31deb0deaf178ed166,2021-02-21,2021-02-19,Fev,2021,3423909,2314,VD,FOB,P24,2400.0,BRL,0.0,False
19704,6422fe31deb0deaf178ed176,2021-02-22,2021-02-21,Fev,2021,3403208,2319,VD,CIF,P24,3000.0,BRL,10925.0,False
19710,6422fe31deb0deaf178ed17c,2021-02-25,2021-02-24,Fev,2021,3403208,2313,VD,FOB,P24,3000.0,BRL,0.0,False
19735,6422fe31deb0deaf178ed195,2021-03-01,2021-03-01,Mar,2021,3424402,2346,VD,FOB,P24,2800.0,BRL,0.0,False
19744,6422fe31deb0deaf178ed19e,2021-02-04,2021-02-04,Fev,2021,3403208,2332,VD,FOB,P24,2800.0,BRL,0.0,False
19753,6422fe31deb0deaf178ed1a7,2021-02-23,2021-02-21,Fev,2021,3423909,2349,DV,FOB,P12,-1800.0,BRL,0.0,False
19755,6422fe31deb0deaf178ed1a9,2021-02-24,2021-02-24,Fev,2021,3423909,2323,DV,FOB,P24,-3000.0,BRL,0.0,False
19761,6422fe31deb0deaf178ed1af,2021-02-23,2021-02-22,Fev,2021,3424402,2341,DV,CIF,P12,-1200.0,BRL,6071.0,False
19765,6422fe31deb0deaf178ed1b3,2021-02-23,2021-02-23,Fev,2021,3403208,2340,VD,CIF,P24,3000.0,BRL,8372.0,False
19773,6422fe31deb0deaf178ed1bb,2021-02-07,2021-02-05,Fev,2021,3424402,2306,DV,CIF,P12,-1600.0,BRL,9666.0,False
19775,6422fe31deb0deaf178ed1bd,2021-02-07,2021-02-06,Fev,2021,3423909,2340,VD,CIF,P24,3000.0,BRL,12194.0,False
19788,6422fe31deb0deaf178ed1ca,2021-02-03,2021-02-02,Fev,2021,3424402,2332,VD,FOB,P24,2800.0,BRL,0.0,False
19807,6422fe31deb0deaf178ed1dd,2021-02-12,2021-02-12,Fev,2021,3423909,2320,DV,FOB,P12,-1800.0,BRL,0.0,False
19819,6422fe31deb0deaf178ed1e9,2021-02-24,2021-02-23,Fev,2021,3403208,2327,DV,FOB,P12,-1200.0,BRL,0.0,False
19824,6422fe31deb0deaf178ed1ee,2021-02-23,2021-02-21,Fev,2021,3403208,2339,VD,FOB,P12,1800.0,BRL,0.0,False
19836,6422fe31deb0deaf178ed1fa,2021-02-19,2021-02-18,Fev,2021,3403208,2346,VD,FOB,P12,1600.0,BRL,0.0,False
19848,6422fe31deb0deaf178ed206,2021-02-25,2021-02-24,Fev,2021,3423909,2325,VD,FOB,P12,1800.0,BRL,0.0,False
19849,6422fe31deb0deaf178ed207,2021-02-24,2021-02-22,Fev,2021,3403208,2302,DV,FOB,P24,-3000.0,BRL,0.0,False
19851,6422fe31deb0deaf178ed209,2021-02-11,2021-02-11,Fev,2021,3403208,2337,VD,CIF,P24,2800.0,BRL,10328.0,False
19870,6422fe31deb0deaf178ed21c,2021-02-04,2021-02-03,Fev,2021,3403208,2342,DV,CIF,P12,-1600.0,BRL,7738.0,False
19877,6422fe31deb0deaf178ed223,2021-02-03,2021-02-03,Fev,2021,3403208,2332,DV,FOB,P12,-1600.0,BRL,0.0,False
19889,6422fe31deb0deaf178ed22f,2021-02-19,2021-02-18,Fev,2021,3424402,2332,VD,FOB,P24,2800.0,BRL,0.0,False
19894,6422fe31deb0deaf178ed234,2021-02-17,2021-02-16,Fev,2021,3403208,2312,DV,CIF,P12,-1600.0,BRL,9354.0,False
19910,6422fe31deb0deaf178ed244,2021-02-25,2021-02-23,Fev,2021,3424402,2308,VD,CIF,P12,1200.0,BRL,4306.0,False
19922,6422fe31deb0deaf178ed250,2021-02-25,2021-02-25,Fev,2021,3424402,2332,DV,FOB,P12,-1800.0,BRL,0.0,False
19925,6422fe31deb0deaf178ed253,2021-02-25,2021-02-23,Fev,2021,3424402,2314,VD,FOB,P12,1600.0,BRL,0.0,False
19938,6422fe31deb0deaf178ed260,2021-03-01,2021-02-26,Mar,2021,3424402,2307,VD,FOB,P12,1600.0,BRL,0.0,False
19944,6422fe31deb0deaf178ed266,2021-02-18,2021-02-18,Fev,2021,3424402,2323,VD,FOB,P12,1200.0,BRL,0.0,False
19950,6422fe31deb0deaf178ed26c,2021-02-20,2021-02-20,Fev,2021,3423909,2324,VD,FOB,P12,1800.0,BRL,0.0,False
19958,6422fe31deb0deaf178ed274,2021-02-19,2021-02-19,Fev,2021,3403208,2311,VD,CIF,P12,1200.0,BRL,9933.0,False
19966,6422fe31deb0deaf178ed27c,2021-03-03,2021-02-28,Mar,2021,3423909,2312,VD,CIF,P12,1200.0,BRL,8158.0,False
19992,6422fe31deb0deaf178ed296,2021-03-10,2021-03-09,Mar,2021,3403208,2340,DV,CIF,P12,-1600.0,BRL,9945.0,False
19993,6422fe31deb0deaf178ed297,2021-03-10,2021-03-09,Mar,2021,3424402,2314,VD,FOB,P12,1600.0,BRL,0.0,False
20012,6422fe32deb0deaf178ed2aa,2021-03-29,2021-03-29,Mar,2021,3423909,2350,VD,CIF,P12,1600.0,BRL,3501.0,False
20015,6422fe32deb0deaf178ed2ad,2021-03-31,2021-03-31,Mar,2021,3424402,2318,DV,CIF,P24,-2400.0,BRL,9763.0,False
20041,6422fe32deb0deaf178ed2c7,2021-03-30,2021-03-30,Mar,2021,3423909,2343,VD,CIF,P24,3000.0,BRL,14488.0,False
20055,6422fe32deb0deaf178ed2d5,2021-03-28,2021-03-27,Mar,2021,3403208,2344,VD,CIF,P24,2400.0,BRL,10231.0,False
20068,6422fe32deb0deaf178ed2e2,2021-03-30,2021-03-29,Mar,2021,3423909,2341,VD,CIF,P12,1800.0,BRL,9198.0,False
20075,6422fe32deb0deaf178ed2e9,2021-03-29,2021-03-29,Mar,2021,3424402,2313,VD,FOB,P24,2400.0,BRL,0.0,False
20085,6422fe32deb0deaf178ed2f3,2021-04-01,2021-03-30,Abr,2021,3403208,2346,DV,FOB,P12,-1600.0,BRL,0.0,False
20094,6422fe32deb0deaf178ed2fc,2021-03-31,2021-03-30,Mar,2021,3423909,2306,VD,CIF,P12,1800.0,BRL,9077.0,False
20096,6422fe32deb0deaf178ed2fe,2021-03-30,2021-03-30,Mar,2021,3424402,2326,VD,CIF,P24,2400.0,BRL,13919.0,False
20101,6422fe32deb0deaf178ed303,2021-03-30,2021-03-29,Mar,2021,3423909,2328,DV,CIF,P12,-1200.0,BRL,5999.0,False
20108,6422fe32deb0deaf178ed30a,2021-04-02,2021-04-02,Abr,2021,3424402,2328,VD,CIF,P12,1200.0,BRL,5491.0,False
20136,6422fe32deb0deaf178ed326,2021-03-27,2021-03-26,Mar,2021,3423909,2319,VD,CIF,P24,2400.0,BRL,13945.0,False
20154,6422fe32deb0deaf178ed338,2021-03-07,2021-03-07,Mar,2021,3423909,2343,VD,CIF,P24,2400.0,BRL,8763.0,False
20157,6422fe32deb0deaf178ed33b,2021-03-16,2021-03-15,Mar,2021,3424402,2301,VD,FOB,P12,1600.0,BRL,0.0,False
20159,6422fe32deb0deaf178ed33d,2021-03-18,2021-03-18,Mar,2021,3424402,2339,DV,FOB,P24,-2800.0,BRL,0.0,False
20165,6422fe32deb0deaf178ed343,2021-03-20,2021-03-19,Mar,2021,3423909,2346,DV,FOB,P24,-2800.0,BRL,0.0,False
20182,6422fe32deb0deaf178ed354,2021-03-03,2021-03-03,Mar,2021,3403208,2312,VD,CIF,P12,1600.0,BRL,9306.0,False
20197,6422fe32deb0deaf178ed363,2021-03-04,2021-03-03,Mar,2021,3424402,2330,DV,FOB,P12,-1800.0,BRL,0.0,False
20215,6422fe32deb0deaf178ed375,2021-03-05,2021-03-04,Mar,2021,3424402,2302,VD,FOB,P24,2800.0,BRL,0.0,False
20231,6422fe32deb0deaf178ed385,2021-03-07,2021-03-07,Mar,2021,3423909,2342,VD,CIF,P12,1800.0,BRL,9048.0,False
20232,6422fe32deb0deaf178ed386,2021-03-07,2021-03-06,Mar,2021,3403208,2323,VD,FOB,P24,2800.0,BRL,0.0,False
20239,6422fe32deb0deaf178ed38d,2021-03-07,2021-03-07,Mar,2021,3424402,2331,VD,CIF,P24,2800.0,BRL,8870.0,False
20240,6422fe32deb0deaf178ed38e,2021-03-06,2021-03-06,Mar,2021,3424402,2342,VD,CIF,P12,1800.0,BRL,5052.0,False
20255,6422fe32deb0deaf178ed39d,2021-03-07,2021-03-07,Mar,2021,3423909,2328,VD,CIF,P12,1600.0,BRL,6206.0,False
20266,6422fe32deb0deaf178ed3a8,2021-03-08,2021-03-07,Mar,2021,3424402,2308,VD,CIF,P12,1200.0,BRL,6636.0,False
20267,6422fe32deb0deaf178ed3a9,2021-03-09,2021-03-09,Mar,2021,3423909,2347,DV,CIF,P24,-3000.0,BRL,13702.0,False
20274,6422fe32deb0deaf178ed3b0,2021-03-09,2021-03-09,Mar,2021,3423909,2301,VD,FOB,P12,1600.0,BRL,0.0,False
20280,6422fe32deb0deaf178ed3b6,2021-03-08,2021-03-07,Mar,2021,3424402,2323,VD,FOB,P12,1600.0,BRL,0.0,False
20297,6422fe32deb0deaf178ed3c7,2021-03-09,2021-03-09,Mar,2021,3423909,2317,VD,FOB,P12,1800.0,BRL,0.0,False
20308,6422fe32deb0deaf178ed3d2,2021-03-09,2021-03-09,Mar,2021,3424402,2311,VD,CIF,P24,3000.0,BRL,11534.0,False
20330,6422fe32deb0deaf178ed3e8,2021-03-16,2021-03-15,Mar,2021,3424402,2332,DV,FOB,P12,-1800.0,BRL,0.0,False
20335,6422fe32deb0deaf178ed3ed,2021-03-14,2021-03-13,Mar,2021,3403208,2343,VD,CIF,P24,3000.0,BRL,10704.0,False
20340,6422fe32deb0deaf178ed3f2,2021-03-18,2021-03-15,Mar,2021,3424402,2346,DV,FOB,P24,-2800.0,BRL,0.0,False
20344,6422fe32deb0deaf178ed3f6,2021-03-17,2021-03-17,Mar,2021,3423909,2302,VD,FOB,P24,2400.0,BRL,0.0,False
20354,6422fe32deb0deaf178ed400,2021-03-18,2021-03-18,Mar,2021,3403208,2346,VD,FOB,P24,3000.0,BRL,0.0,False
20377,6422fe32deb0deaf178ed417,2021-03-19,2021-03-17,Mar,2021,3403208,2329,VD,FOB,P24,2800.0,BRL,0.0,False
20378,6422fe32deb0deaf178ed418,2021-03-17,2021-03-17,Mar,2021,3424402,2320,DV,FOB,P12,-1200.0,BRL,0.0,False
20397,6422fe32deb0deaf178ed42b,2021-03-21,2021-03-20,Mar,2021,3403208,2332,VD,FOB,P12,1800.0,BRL,0.0,False
20402,6422fe32deb0deaf178ed430,2021-03-20,2021-03-19,Mar,2021,3403208,2332,VD,FOB,P12,1600.0,BRL,0.0,False
20403,6422fe32deb0deaf178ed431,2021-03-22,2021-03-22,Mar,2021,3423909,2317,VD,FOB,P12,1200.0,BRL,0.0,False
20421,6422fe32deb0deaf178ed443,2021-03-24,2021-03-22,Mar,2021,3423909,2330,VD,FOB,P24,3000.0,BRL,0.0,False
20427,6422fe32deb0deaf178ed449,2021-03-25,2021-03-24,Mar,2021,3424402,2314,VD,FOB,P12,1600.0,BRL,0.0,False
20437,6422fe32deb0deaf178ed453,2021-03-26,2021-03-25,Mar,2021,3403208,2314,VD,FOB,P12,1800.0,BRL,0.0,False
20464,6422fe32deb0deaf178ed46e,2021-03-27,2021-03-26,Mar,2021,3424402,2332,DV,FOB,P24,-2400.0,BRL,0.0,False
20469,6422fe32deb0deaf178ed473,2021-03-28,2021-03-26,Mar,2021,3423909,2339,DV,FOB,P12,-1200.0,BRL,0.0,False
20473,6422fe32deb0deaf178ed477,2021-03-28,2021-03-27,Mar,2021,3423909,2320,VD,FOB,P12,1800.0,BRL,0.0,False
20490,6422fe32deb0deaf178ed488,2021-03-28,2021-03-28,Mar,2021,3423909,2302,DV,FOB,P12,-1800.0,BRL,0.0,False
20519,6422fe32deb0deaf178ed4a5,2021-03-29,2021-03-29,Mar,2021,3423909,2320,VD,FOB,P12,1200.0,BRL,0.0,False
20533,6422fe32deb0deaf178ed4b3,2021-04-01,2021-04-01,Abr,2021,3423909,2332,VD,FOB,P24,2400.0,BRL,0.0,False
20534,6422fe32deb0deaf178ed4b4,2021-03-30,2021-03-30,Mar,2021,3423909,2332,VD,FOB,P24,2400.0,BRL,0.0,False
20555,6422fe32deb0deaf178ed4c9,2021-04-01,2021-03-31,Abr,2021,3423909,2350,VD,CIF,P24,2400.0,BRL,14839.0,False
20581,6422fe32deb0deaf178ed4e3,2021-03-05,2021-03-05,Mar,2021,3424402,2340,DV,CIF,P24,-2400.0,BRL,14820.0,False
20583,6422fe32deb0deaf178ed4e5,2021-03-04,2021-03-04,Mar,2021,3423909,2332,VD,FOB,P24,3000.0,BRL,0.0,False
20585,6422fe32deb0deaf178ed4e7,2021-03-05,2021-03-02,Mar,2021,3424402,2341,VD,CIF,P24,2400.0,BRL,12003.0,False
20599,6422fe32deb0deaf178ed4f5,2021-03-06,2021-03-06,Mar,2021,3423909,2314,VD,FOB,P12,1200.0,BRL,0.0,False
20601,6422fe32deb0deaf178ed4f7,2021-03-07,2021-03-06,Mar,2021,3403208,2342,DV,CIF,P12,-1600.0,BRL,9925.0,False
20629,6422fe32deb0deaf178ed513,2021-03-08,2021-03-08,Mar,2021,3403208,2332,VD,FOB,P12,1600.0,BRL,0.0,False
20680,6422fe32deb0deaf178ed546,2021-03-12,2021-03-11,Mar,2021,3403208,2330,VD,FOB,P12,1800.0,BRL,0.0,False
20684,6422fe32deb0deaf178ed54a,2021-03-14,2021-03-13,Mar,2021,3424402,2332,VD,FOB,P12,1800.0,BRL,0.0,False
20699,6422fe32deb0deaf178ed559,2021-03-14,2021-03-14,Mar,2021,3403208,2323,DV,FOB,P24,-3000.0,BRL,0.0,False
20702,6422fe32deb0deaf178ed55c,2021-03-14,2021-03-13,Mar,2021,3403208,2341,DV,CIF,P24,-3000.0,BRL,12862.0,False
20719,6422fe32deb0deaf178ed56d,2021-03-15,2021-03-15,Mar,2021,3423909,2325,DV,FOB,P12,-1600.0,BRL,0.0,False
20733,6422fe32deb0deaf178ed57b,2021-03-19,2021-03-19,Mar,2021,3403208,2340,VD,CIF,P24,2400.0,BRL,9153.0,False
20739,6422fe32deb0deaf178ed581,2021-03-18,2021-03-16,Mar,2021,3423909,2332,DV,FOB,P24,-2800.0,BRL,0.0,False
20741,6422fe32deb0deaf178ed583,2021-03-19,2021-03-18,Mar,2021,3403208,2347,VD,CIF,P12,1800.0,BRL,7309.0,False
20759,6422fe32deb0deaf178ed595,2021-03-19,2021-03-17,Mar,2021,3403208,2302,DV,FOB,P12,-1200.0,BRL,0.0,False
20770,6422fe32deb0deaf178ed5a0,2021-03-20,2021-03-19,Mar,2021,3403208,2335,VD,CIF,P24,2400.0,BRL,10923.0,False
20777,6422fe32deb0deaf178ed5a7,2021-03-22,2021-03-20,Mar,2021,3423909,2318,VD,CIF,P12,1800.0,BRL,3888.0,False
20788,6422fe32deb0deaf178ed5b2,2021-03-21,2021-03-21,Mar,2021,3403208,2326,DV,CIF,P24,-3000.0,BRL,13608.0,False
20791,6422fe32deb0deaf178ed5b5,2021-03-22,2021-03-22,Mar,2021,3423909,2323,DV,FOB,P12,-1200.0,BRL,0.0,False
20808,6422fe32deb0deaf178ed5c6,2021-03-25,2021-03-25,Mar,2021,3424402,2313,VD,FOB,P24,2400.0,BRL,0.0,False
20810,6422fe32deb0deaf178ed5c8,2021-03-25,2021-03-24,Mar,2021,3423909,2341,VD,CIF,P24,2400.0,BRL,14023.0,False
20837,6422fe32deb0deaf178ed5e3,2021-03-26,2021-03-25,Mar,2021,3424402,2320,VD,FOB,P12,1200.0,BRL,0.0,False
20839,6422fe32deb0deaf178ed5e5,2021-03-24,2021-03-24,Mar,2021,3424402,2347,DV,CIF,P12,-1200.0,BRL,3059.0,False
20861,6422fe32deb0deaf178ed5fb,2021-03-27,2021-03-26,Mar,2021,3424402,2330,VD,FOB,P12,1600.0,BRL,0.0,False
20864,6422fe32deb0deaf178ed5fe,2021-03-28,2021-03-28,Mar,2021,3403208,2332,DV,FOB,P24,-2800.0,BRL,0.0,False
20865,6422fe32deb0deaf178ed5ff,2021-03-27,2021-03-26,Mar,2021,3424402,2330,VD,FOB,P24,2400.0,BRL,0.0,False
20872,6422fe32deb0deaf178ed606,2021-03-27,2021-03-27,Mar,2021,3423909,2317,VD,FOB,P24,2400.0,BRL,0.0,False
20890,6422fe32deb0deaf178ed618,2021-03-27,2021-03-26,Mar,2021,3424402,2328,VD,CIF,P12,1600.0,BRL,4242.0,False
20900,6422fe32deb0deaf178ed622,2021-03-29,2021-03-29,Mar,2021,3403208,2327,VD,FOB,P24,3000.0,BRL,0.0,False
20915,6422fe32deb0deaf178ed631,2021-03-29,2021-03-29,Mar,2021,3403208,2347,DV,CIF,P24,-3000.0,BRL,10077.0,False
20931,6422fe32deb0deaf178ed641,2021-03-30,2021-03-30,Mar,2021,3403208,2312,VD,CIF,P24,2800.0,BRL,13134.0,False
20933,6422fe32deb0deaf178ed643,2021-03-29,2021-03-29,Mar,2021,3424402,2339,VD,FOB,P24,3000.0,BRL,0.0,False
20963,6422fe32deb0deaf178ed661,2021-04-01,2021-04-01,Abr,2021,3424402,2306,VD,CIF,P12,1200.0,BRL,8693.0,False
20977,6422fe32deb0deaf178ed66f,2021-03-02,2021-03-01,Mar,2021,3424402,2350,VD,CIF,P24,2800.0,BRL,12953.0,False
21002,6422fe33deb0deaf178ed688,2021-03-10,2021-03-10,Mar,2021,3423909,2302,VD,FOB,P24,3000.0,BRL,0.0,False
21015,6422fe33deb0deaf178ed695,2021-03-12,2021-03-11,Mar,2021,3424402,2337,VD,CIF,P24,2800.0,BRL,11234.0,False
21034,6422fe33deb0deaf178ed6a8,2021-03-11,2021-03-11,Mar,2021,3423909,2320,VD,FOB,P12,1800.0,BRL,0.0,False
21042,6422fe33deb0deaf178ed6b0,2021-03-13,2021-03-12,Mar,2021,3423909,2332,DV,FOB,P12,-1800.0,BRL,0.0,False
21046,6422fe33deb0deaf178ed6b4,2021-03-13,2021-03-11,Mar,2021,3423909,2351,DV,FOB,P12,-1800.0,BRL,0.0,False
21052,6422fe33deb0deaf178ed6ba,2021-03-14,2021-03-12,Mar,2021,3423909,2332,VD,FOB,P24,3000.0,BRL,0.0,False
